697	CLO_0001008	CL_0000817	UBERON_0002371	BTO_0001969	CL
Mammary Epithelial Cell donor3	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
Mammary Epithelial Cell MCF10A	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
mammary epithelial_1	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
mammary epithelial_2	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
Mammary gland adenocarcarcinoma epithelial cells derived from metastatic site	-	CL_0002327	UBERON_0000310	-	CT
mammary myoepithelial	-	CL_0002324	UBERON_0000310	BTO_0002311	CT
mammary_epithelial_1	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
mammary_epithelial_2	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
mammary_epithelial_cell	-	CL_0002327	UBERON_0000310	BTO_0002768	CT
mammary_epithelial_cells	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
mammary_myoepithelial	-	CL_0002324	UBERON_0000310	BTO_0002311	CT
mammary-epithelial-cell	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
Mantle Cell Lymphoma (MCL)	-	CL_0000236	UBERON_0000178	BTO_0004472	CT
Mast cell - stimulated donor1	-	CL_0000097	UBERON_0002405	BTO_0000830	CT
Mast cell donor1	-	CL_0000097	UBERON_0002405	BTO_0000830	CT
Mast cell donor2	-	CL_0000097	UBERON_0002405	BTO_0000830	CT
Mast cell donor3	-	CL_0000097	UBERON_0002405	BTO_0000830	CT
Mast cell donor4	-	CL_0000097	UBERON_0002405	BTO_0000830	CT
matched normal adjacent to MGH_4 chordoma	-	-	-	-	-
Matrix_Fibrob_1_A	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_1_B	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_1_C	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_1_D	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_1_E	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_1_F	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_1_G	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_1_H	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_1_I	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_1_J	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_2_A	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_2_B	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_2_C	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_2_D	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_2_E	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_2_F	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_2_G	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Matrix_Fibrob_2_J	-	CL_0000057	UBERON_0002384	BTO_0000452	CT
Mature_NK_1	-	CL_0000824	UBERON_0002405	-	CT
Mature_NK_2	-	CL_0000824	UBERON_0002405	-	CT
maxillary sinus tumor cell line:HSQ-89	CLO_0050085	CL_0000076	UBERON_0001707	-	CL
MC615 Cells	-	-	-	-	-
MCAS	CLO_0037094	CL_0000066	UBERON_0000992	-	CL
MCC13_virus_negative	-	CL_0000242	UBERON_0001003	-	CL
MCC26_virus_negative	-	CL_0000242	UBERON_0001003	-	CL
MCF_10A	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF_7	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF10A	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF-10A	CLO_0007599	CL_0002327	UBERON_0000310	-	CL
MCF10A_ DMSO	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_breast_epithelial_cells	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_high	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_low	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_Nutlin3A	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_p53shRNA_DMSO	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_p53shRNA_Nutlin3A	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_p63shRNA_DMSO	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_p63shRNA_Nutlin3A	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_scrshRNA_DMSO	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A_scrshRNA_Nutlin3A	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A-Er-Src	CLO_0037240	CL_0002327	UBERON_0000310	-	CL
MCF10A-ER-Src	CLO_0037240	CL_0002327	UBERON_0000310	-	CL
MCF-10AT1	-	CL_0002327	UBERON_0000310	-	CL
MCF10AT1_breast_premetastatic_epithelial_cells	-	CL_0002327	UBERON_0000310	-	CL
MCF10A-YAP5SA_ctrl	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10A-YAP5SA_plusDOX	CLO_0007599	CL_0002327	UBERON_0000310	BTO_0001939	CL
MCF10CA1a	CLO_0007599	CL_0002327	UBERON_0000310	-	CL
MCF-10CA1a	CLO_0007599	CL_0002327	UBERON_0000310	-	CL
MCF10CA1a_breast_metastatic_epithelial_cells	CLO_0007599	CL_0002327	UBERON_0000310	-	CL
MCF10CA1h	CLO_0007599	CL_0002327	UBERON_0000310	-	CL
MCF10DCIS	-	CL_0002327	UBERON_0000310	-	CL
MCF10DCIS-TetTCF7	-	CL_0002327	UBERON_0000310	-	CL
MCF12A	CLO_0037180	CL_0002327	UBERON_0000310	BTO_0002544	CL
MCF12A_human_mammary_epithelial_cells	CLO_0037180	CL_0002327	UBERON_0000310	BTO_0002544	CL
MCF7	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
mcf7	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7 TRPS1 KO	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_1_high	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_1_low	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_10Gygamma_2.5h	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_10Gygamma_5h	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_10Gygamma_7.5h	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_C4-12_invasive_breast_ductal_carcinoma	-	CL_0002327	UBERON_0000310	-	CL
MCF7_CPI-455	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_DAC	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_DAC+455	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_DMSO_sgARID1A-1_KO	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_DMSO_sgARID1A-2_KO	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_estradiol	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_EtOH	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_FA	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_FASR	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_CHX_10UM	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_DEX	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_DMSO	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2_10M	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2_120M	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2_2M	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2_40M	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2_5M	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2_SHCTCF	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2_SHCTR	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2_TAM	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2_TNF	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_E2PG	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_ETOH	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_GLYC	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_HYPOXIA	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_ICI	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_LETR	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_LETR_ANDRO	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_LY2_ETOH	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_MRNAHIST	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_NORMOXIA	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_PROG	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_R5020	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SHCRT_E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SHCTR	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SHCTR_E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SHCTR_E2_TNF	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SHFOXA1_E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SHFOXA1_E2_TNF	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SHGATA3_E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SICTR	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SICTR_E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SIGATA	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_SIGATA_E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_TAM	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_TAMR	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_TAMR_E2_TAM	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_TAMR_TAM	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Invasive_ductal_breast_carcinoma_TNF	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_Mock	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_NS	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_PMA	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_siYTHDC1_E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_TAMR	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_TamR_invasive_ductal_breast_carcinoma_Tamoxifen_resistant	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_TET2KO-E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_TET2WT-E2	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7_UNTR	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF7_WS8_cells	-	CL_0002327	UBERON_0000310	-	CL
MCF7_WT	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7L	-	CL_0002327	UBERON_0000310	-	CL
MCF7L_E2_4h	-	CL_0002327	UBERON_0000310	-	CL
MCF-7L_invasive_ductal_carcinoma	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-P	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-P_0h	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-P_E2_16h	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-P_E2_1h	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-P_E2_24h	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-P_FOXA1+Dox	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-P_FOXA1-Dox	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-P_TAMR	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-Pimmortalized_breast_epithelial_cell_line	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-TamR	-	CL_0002327	UBERON_0000310	-	CL
MCF7L-TamRimmortalized_breast_epithelial_tamoxifen_resistant_cell_line	-	CL_0002327	UBERON_0000310	-	CL
MCF-7-Luc	-	CL_0002327	UBERON_0000310	-	CL
MCF-7-Luc-Y537S	-	CL_0002327	UBERON_0000310	-	CL
mcf7-pg	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
MCF-7-TAMR-1	-	CL_0002327	UBERON_0000310	-	CL
MCF7-Tet-On	-	CL_0002327	UBERON_0000310	-	CL
MCF-7-WS8	-	CL_0002327	UBERON_0000310	-	CL
MC-IXC	CLO_0007615	CL_0000057	UBERON_0000955	BTO_0005372	CL
MCP_frozen_BM1214	-	-	UBERON_0002371	-	CT
MD901_shCREBBP	-	CL_0000236	UBERON_0000178	-	CL
MD901_WD	-	CL_0000236	UBERON_0000178	-	CL
MDA_MB_231	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA_MB_468	CLO_0007641	CL_0002327	UBERON_0000310	BTO_0001570	CL
MDA231-LM2-4175_breast_adenocarcinoma	-	CL_0002327	UBERON_0000310	-	CL
MDA-BoM-1833	-	CL_0002327	UBERON_0000310	-	CL
MDA-MB-134_invasive_lobular_breast_carcinoma	CLO_0007631	CL_0002327	UBERON_0000310	-	CL
MDA-MB-134_invasive_lobular_breast_carcinoma_ESTROGEN	CLO_0007631	CL_0002327	UBERON_0000310	-	CL
MDA-MB-134_invasive_lobular_breast_carcinoma_ETOH	CLO_0007631	CL_0002327	UBERON_0000310	-	CL
MDA-MB-134-VI	CLO_0007631	CL_0002327	UBERON_0000310	-	CL
MDA-MB-157	CLO_0007632	CL_0002327	UBERON_0000310	BTO_0006218	CL
MDA-MB-157_triple_negative_breast_carcinoma	CLO_0007632	CL_0002327	UBERON_0000310	BTO_0006218	CL
mdamb175vii	CLO_0007633	CL_0002327	UBERON_0000310	BTO_0003471	CL
MDA-MB-23	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDAMB231	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
mdamb231	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB231	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231 breast cancer cells	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231 BrM2	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231 LM2	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_2	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_breast_adenocarcinoma	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_control	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_ER?_L540Q_0min	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_ER?_L540Q_45min	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_ER?WT_0min	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_ER?WT_45min	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_ERα_L540Q_0min	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_ERα_L540Q_45min	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_ERαWT_0min	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_ERαWT_45min	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_GATA3	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_Par	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_TA1del	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231_untreat	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231-1833_breast_cancer_cells_bone-tropic_metastatic_line	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231-Erbeta_E2	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231-Erbeta_E2_TNFa	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231-Erbeta_TNFa	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231-Erbeta_vehicle	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231ERbtriple_negative_breast_cancer	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-231-MCF-7	-	CL_0002327	UBERON_0000310	-	CL
MDA-MB-231p27CK-DD_breast_cancer_cells_phosphimimetic_p27_cell_line	CLO_0007634	CL_0002327	UBERON_0000310	BTO_0000815	CL
MDA-MB-361	CLO_0007636	CL_0002327	UBERON_0000310	BTO_0001569	CL
MDA-MB-435	-	CL_0002327	UBERON_0000310	BTO_0001567	CL
MDA-MB-436	CLO_0007639	CL_0002327	UBERON_0000310	BTO_0001568	CL
MDA-MB-436_20A paclitaxel	CLO_0007639	CL_0002327	UBERON_0000310	BTO_0001568	CL
MDA-MB-436_20C paclitaxel	CLO_0007639	CL_0002327	UBERON_0000310	BTO_0001568	CL
MDA-MB-436_DMSO	CLO_0007639	CL_0002327	UBERON_0000310	BTO_0001568	CL
MDA-MB-453	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
MDA-MB-453_breast_adenocarcinoma	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
MDA-MB-453_breast_adenocarcinoma_DHT	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
MDA-MB-453_breast_adenocarcinoma_FOXA1	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
MDA-MB-453_breast_adenocarcinoma_MPA	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
MDA-MB-453_breast_adenocarcinoma_R1881	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
MDA-MB-453_breast_adenocarcinoma_R1881_SICTR	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
MDA-MB-453_breast_adenocarcinoma_R1881_SIPIAS1	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
mdamb453-dht	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
mdamb468	CLO_0007641	CL_0002327	UBERON_0000310	BTO_0001570	CL
MDA-MB-468	CLO_0007641	CL_0002327	UBERON_0000310	BTO_0001570	CL
MDA-MB-468_breast_adenocarcinoma	CLO_0007641	CL_0002327	UBERON_0000310	BTO_0001570	CL
MDA-Pca-2b	-	CL_0002231	UBERON_0002367	BTO_0005050	CL
MDCK	-	-	-	-	-
MDM	-	CL_0000235	UBERON_0000178	-	CT
MDMmonocyte_derived_macrophages	-	CL_0000235	UBERON_0000178	BTO_0000801	CT
MDP	-	CL_0002009	UBERON_0002371	-	CT
ME-1	CLO_0009847	CL_0000763	UBERON_0000178	-	CL
ME-1_acute_myeloid_leukemia_	CLO_0009847	CL_0000763	UBERON_0000178	-	CL
ME-1_DMSO_6h	CLO_0009847	CL_0000763	UBERON_0000178	-	CL
ME-1_I-10-49_6h	CLO_0009847	CL_0000763	UBERON_0000178	-	CL
ME-180	CLO_0007657	CL_1001575	UBERON_0000002	-	CL
MEC1	CLO_0037181	CL_0000236	UBERON_0000178	BTO_0005913	CL
MEC2	CLO_0037182	CL_0000236	UBERON_0000178	BTO_0005914	CL
medial frontal gyrus - adult donor10196	-	CL_0002319	UBERON_0002702	BTO_0004834	A
medial temporal gyrus - adult donor10196	-	CL_0002319	UBERON_0002771	BTO_0006178	A
medial temporal gyrus adult donor10252	-	CL_0002319	UBERON_0002771	BTO_0006178	A
medulla oblongata - adult donor10196	-	CL_0002319	UBERON_0001896	BTO_0000041	A
medulla oblongata adult donor10252	-	CL_0002319	UBERON_0001896	BTO_0000041	A
medulla oblongata adult pool1	-	CL_0002319	UBERON_0001896	BTO_0000041	A
medulloblastoma	-	CL_0002319	UBERON_0002037	BTO_0001359	CT
medulloblastoma cell line:D283 Med	CLO_0002673	CL_0002319	UBERON_0002037	BTO_0005135	CL
medulloblastoma cell line:ONS-76	CLO_0009900	CL_0002319	UBERON_0000955	-	CL
Medulloblastoma Cell Lines	-	CL_0002319	UBERON_0002037	BTO_0001359	CT
MEG-01	CLO_0007668	CL_0000553	UBERON_0002371	BTO_0002581	CL
MEG-A2	-	CL_0000553	UBERON_0002371	-	CL
Megakaryo_adrenal	-	CL_0000556	UBERON_0002369	-	CT
Megakaryo_liver	-	CL_0000556	UBERON_0002107	-	CT
Megakaryo_lung	-	CL_0000556	UBERON_0002048	-	CT
Megakaryo_spleen	-	CL_0000556	UBERON_0002106	-	CT
Megakaryocyte	-	CL_0000556	UBERON_0002371	BTO_0000843	CT
megakaryocytes	-	CL_0000556	UBERON_0002371	BTO_0000843	CT
Mel Juso	CLO_0007676	CL_2000000	UBERON_0001003	BTO_0001588	CL
Mel270	-	-	UBERON_0001768	-	CL
Melanocyte	-	CL_0000148	UBERON_0001003	BTO_0000847	CT
melanocyte	-	CL_0000148	UBERON_0001003	BTO_0000847	CT
Melanocyte - dark donor3	-	CL_0002566	UBERON_0001003	-	CT
Melanocyte - light donor1	-	CL_0002567	UBERON_0001003	-	CT
Melanocyte - light donor2	-	CL_0002567	UBERON_0001003	-	CT
Melanocyte - light donor3	-	CL_0002567	UBERON_0001003	-	CT
melanocytes	-	CL_0000148	UBERON_0001003	BTO_0000847	CT
melanocytes_BRAFV600E	-	CL_0000148	UBERON_0001003	BTO_0000847	CT
melanocytes_CTR	-	CL_0000148	UBERON_0001003	BTO_0000847	CT
Melanoma	-	CL_0000148	UBERON_0001003	BTO_0000848	CT
melanoma	-	CL_0000148	UBERON_0001003	BTO_0000848	CT
melanoma cell line:COLO 679	CLO_0002551	CL_2000000	UBERON_0001003	-	CL
melanoma cell line:G-361	CLO_0003433	CL_2000000	UBERON_0001003	BTO_0001584	CL
Memory_B	-	CL_0000787	UBERON_0002405	-	CT
Memory_CD4_T	-	CL_0000897	UBERON_0002405	-	CT
Memory_CD4_T_t	-	CL_0000897	UBERON_0002405	-	CT
Memory_CD8_T_BCC	-	CL_0000909	UBERON_0002405	-	CT
Meningeal Cells donor1	-	CL_0002319	UBERON_0003548	-	CT
Meningeal Cells donor2	-	CL_0002319	UBERON_0003548	-	CT
Meningeal Cells donor3	-	CL_0002319	UBERON_0003548	-	CT
meningioma cell line:HKBMM	CLO_0050633	CL_0002379	UBERON_0000955	-	CL
meningioma_1	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_10	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_11	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_12	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_13	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_14	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_2	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_3	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_4	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_5	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_6	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_7	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_8	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
meningioma_9	-	CL_4023097	UBERON_0003548	BTO_0001756	CT
MEP	-	CL_0000050	UBERON_0002371	-	CT
MEP_BM0828	-	CL_0000050	UBERON_0002371	-	CT
MEP_Frozen_BM1077	-	CL_0000050	UBERON_0002371	-	CT
MEP-CD34	-	CL_0000050	UBERON_0002371	-	CT
